campus_id,building_id,date,energy_consumption,built_year,category,gross_floor_area,room_area,capacity,air_temperature,relative_humidity,apparent_temperature,dew_point_temperature,wind_speed,wind_direction,is_holiday,is_semester,is_exam,year,month,day,day_of_week,is_weekend,energy_intensity
1,1,2019-04-22,37.95,1972.0,other,176996.6100000002,5129.219999999997,645.0,15.129930555555555,76.77777777777777,14.18125,10.768819444444444,6.421944444444445,190.5847222222222,1.0,0,0,2019,4,22,0,0,
1,1,2019-04-23,38.356,1972.0,other,176996.6100000002,5129.219999999997,645.0,15.226527777777779,77.22569444444444,14.3125,11.130833333333333,6.5640277777777785,227.24583333333334,1.0,0,0,2019,4,23,1,0,
1,1,2019-04-24,38.182,1972.0,other,176996.6100000002,5129.219999999997,645.0,15.850833333333334,85.12708333333333,15.962291666666667,13.084513888888889,4.427847222222223,186.26527777777778,0.0,1,0,2019,4,24,2,0,
1,1,2019-04-25,37.987,1972.0,other,176996.6100000002,5129.219999999997,645.0,14.8675,71.86527777777778,13.327916666666667,8.92798611111111,6.806458333333333,270.99444444444447,1.0,0,0,2019,4,25,3,0,
1,1,2019-04-26,38.301,1972.0,other,176996.6100000002,5129.219999999997,645.0,12.612847222222221,65.76805555555555,8.303888888888888,6.077500000000001,17.781944444444445,278.75416666666666,0.0,1,0,2019,4,26,4,0,
1,1,2019-04-27,38.165,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.5275,67.78680555555556,8.62111111111111,5.405,9.598055555555556,244.41597222222222,0.0,1,0,2019,4,27,5,1,
1,1,2019-04-28,38.243,1972.0,other,176996.6100000002,5129.219999999997,645.0,13.862847222222221,73.76388888888889,11.588402777777777,9.15125,10.878125,265.7673611111111,0.0,1,0,2019,4,28,6,1,
1,1,2019-04-29,37.657,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.899166666666666,81.34930555555556,11.12861111111111,8.427708333333333,2.125,208.18541666666667,0.0,1,0,2019,4,29,0,0,
1,1,2019-04-30,37.79,1972.0,other,176996.6100000002,5129.219999999997,645.0,14.782222222222224,61.672916666666666,12.37159722222222,5.539722222222222,7.226388888888889,52.83125,0.0,1,0,2019,4,30,1,0,
1,1,2019-05-01,38.454,1972.0,other,176996.6100000002,5129.219999999997,645.0,20.124166666666667,58.197916666666664,18.099652777777777,10.969097222222222,12.926388888888889,79.57013888888889,0.0,1,0,2019,5,1,2,0,
1,1,2019-05-02,37.669,1972.0,other,176996.6100000002,5129.219999999997,645.0,17.806944444444444,81.09583333333333,17.357777777777777,14.354930555555555,9.791527777777777,129.95625,0.0,1,0,2019,5,2,3,0,
1,1,2019-05-03,32.921,1972.0,other,176996.6100000002,5129.219999999997,645.0,15.937916666666666,65.87708333333333,13.515833333333333,8.95,11.519652777777777,299.9861111111111,0.0,1,0,2019,5,3,4,0,
1,1,2019-05-04,33.795,1972.0,other,176996.6100000002,5129.219999999997,645.0,13.095625,84.68055555555556,10.590208333333333,10.460347222222222,13.861527777777777,240.43541666666667,0.0,1,0,2019,5,4,5,1,
1,1,2019-05-05,33.77,1972.0,other,176996.6100000002,5129.219999999997,645.0,12.553402777777778,91.03819444444444,11.340555555555556,11.022152777777778,7.985277777777777,237.6236111111111,0.0,1,0,2019,5,5,6,1,
1,1,2019-05-06,34.643,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.556736111111112,89.49444444444444,10.644861111111112,9.660763888888889,4.506666666666667,245.65833333333333,0.0,1,0,2019,5,6,0,0,
1,1,2019-05-07,34.54,1972.0,other,176996.6100000002,5129.219999999997,645.0,12.119097222222223,75.28819444444444,9.294097222222222,7.1878472222222225,11.165972222222223,124.41527777777777,0.0,1,0,2019,5,7,1,0,
1,1,2019-05-08,33.07,1972.0,other,176996.6100000002,5129.219999999997,645.0,12.468819444444444,77.76458333333333,9.311250000000001,8.469097222222222,14.511666666666667,241.10208333333333,0.0,1,0,2019,5,8,2,0,
1,1,2019-05-09,33.914,1972.0,other,176996.6100000002,5129.219999999997,645.0,13.634444444444444,59.28333333333333,10.017083333333334,5.582083333333333,13.434722222222222,47.27777777777778,0.0,1,0,2019,5,9,3,0,
1,1,2019-05-10,43.979,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.412222222222221,91.08888888888889,9.144027777777778,9.895625,11.893402777777778,210.06041666666667,0.0,1,0,2019,5,10,4,0,
1,1,2019-05-11,40.86,1972.0,other,176996.6100000002,5129.219999999997,645.0,12.321805555555557,79.74097222222223,10.148402777777779,8.829513888888888,10.033402777777779,267.3256944444444,0.0,1,0,2019,5,11,5,1,
1,1,2019-05-12,39.37,1972.0,other,176996.6100000002,5129.219999999997,645.0,14.26576388888889,69.63333333333334,12.010625,8.725069444444445,10.10326388888889,306.52777777777777,0.0,1,0,2019,5,12,6,1,
1,1,2019-05-13,36.569,1972.0,other,176996.6100000002,5129.219999999997,645.0,14.101180555555556,69.10555555555555,11.107916666666666,8.301041666666666,13.453680555555556,183.10069444444446,0.0,1,0,2019,5,13,0,0,
1,1,2019-05-14,34.369,1972.0,other,176996.6100000002,5129.219999999997,645.0,14.876875,69.14861111111111,12.828750000000001,8.800347222222221,9.339930555555556,215.8125,0.0,1,0,2019,5,14,1,0,
1,1,2019-05-15,35.863,1972.0,other,176996.6100000002,5129.219999999997,645.0,12.672777777777778,80.86458333333333,11.892777777777777,9.108055555555556,3.2434722222222225,226.57291666666666,0.0,1,0,2019,5,15,2,0,
1,1,2019-05-16,34.326,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.515902777777779,80.13888888888889,9.985833333333334,7.8289583333333335,5.262777777777777,164.75694444444446,0.0,1,0,2019,5,16,3,0,
1,1,2019-05-17,34.885,1972.0,other,176996.6100000002,5129.219999999997,645.0,10.414861111111112,83.61944444444444,8.965902777777778,7.094027777777778,4.086666666666667,185.2826388888889,0.0,1,0,2019,5,17,4,0,
1,1,2019-05-18,35.063,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.665416666666667,77.41319444444444,10.324166666666667,6.862152777777778,3.251805555555556,60.34652777777778,0.0,1,0,2019,5,18,5,1,
1,1,2019-05-19,18.821,1972.0,other,176996.6100000002,5129.219999999997,645.0,13.084097222222221,75.7388888888889,11.434166666666668,8.145694444444445,6.265625,67.20972222222223,0.0,1,0,2019,5,19,6,1,
1,1,2019-05-20,0.527,1972.0,other,176996.6100000002,5129.219999999997,645.0,16.05784722222222,69.63819444444445,13.866597222222223,10.419375,12.192777777777776,124.27569444444444,0.0,1,0,2019,5,20,0,0,
1,1,2019-05-21,0.723,1972.0,other,176996.6100000002,5129.219999999997,645.0,14.457916666666668,78.38819444444445,12.870069444444445,10.455625,9.0575,150.64583333333334,0.0,1,0,2019,5,21,1,0,
1,1,2019-05-22,0.734,1972.0,other,176996.6100000002,5129.219999999997,645.0,13.726875,78.4875,12.459861111111111,9.082777777777778,5.596666666666667,124.11111111111111,0.0,0,0,2019,5,22,2,0,
1,1,2019-05-23,20.916,1972.0,other,176996.6100000002,5129.219999999997,645.0,14.62125,67.86666666666666,11.41847222222222,7.527222222222223,13.559791666666666,92.12847222222223,0.0,0,0,2019,5,23,3,0,
1,1,2019-05-24,43.878,1972.0,other,176996.6100000002,5129.219999999997,645.0,17.65826388888889,50.37569444444444,13.772847222222223,6.815972222222222,16.435138888888886,168.43541666666667,0.0,0,0,2019,5,24,4,0,
1,1,2019-05-25,40.445,1972.0,other,176996.6100000002,5129.219999999997,645.0,15.701597222222222,71.77569444444444,12.897083333333333,10.131597222222222,14.937777777777779,312.12152777777777,0.0,0,0,2019,5,25,5,1,
1,1,2019-05-26,39.759,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.46263888888889,72.75625,7.755069444444444,6.536597222222222,15.022083333333333,240.85833333333332,0.0,0,0,2019,5,26,6,1,
1,1,2019-05-27,39.717999999999996,1972.0,other,176996.6100000002,5129.219999999997,645.0,9.246805555555556,74.65902777777778,4.687777777777778,4.901458333333333,17.60736111111111,284.6361111111111,0.0,0,0,2019,5,27,0,0,
1,1,2019-05-28,39.603,1972.0,other,176996.6100000002,5129.219999999997,645.0,10.876666666666667,76.88263888888889,6.923055555555556,6.9359722222222215,16.85472222222222,290.0736111111111,0.0,0,0,2019,5,28,1,0,
1,1,2019-05-29,40.363,1972.0,other,176996.6100000002,5129.219999999997,645.0,8.181319444444444,75.15902777777778,3.302222222222222,3.816666666666667,18.183055555555555,278.2638888888889,0.0,0,0,2019,5,29,2,0,
1,1,2019-05-30,40.461999999999996,1972.0,other,176996.6100000002,5129.219999999997,645.0,8.686875,90.53541666666666,5.655277777777778,7.114444444444444,12.21111111111111,268.2625,0.0,0,0,2019,5,30,3,0,
1,1,2019-05-31,40.944,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.493055555555555,98.49722222222222,9.646180555555556,11.270694444444445,11.537986111111111,229.30416666666667,0.0,0,0,2019,5,31,4,0,
1,1,2019-06-01,40.845,1972.0,other,176996.6100000002,5129.219999999997,645.0,12.453472222222222,83.33055555555555,10.608958333333334,9.58201388888889,9.24638888888889,193.70347222222222,0.0,0,0,2019,6,1,5,1,
1,1,2019-06-02,41.506,1972.0,other,176996.6100000002,5129.219999999997,645.0,10.578125,89.15138888888889,9.117638888888889,8.677708333333333,6.014236111111111,241.82361111111112,0.0,0,0,2019,6,2,6,1,
1,1,2019-06-03,41.198,1972.0,other,176996.6100000002,5129.219999999997,645.0,8.920833333333333,98.03541666666666,6.4475694444444445,8.629305555555556,11.134027777777778,210.53402777777777,1.0,0,0,2019,6,3,0,0,
1,1,2019-06-04,39.854,1972.0,other,176996.6100000002,5129.219999999997,645.0,8.926875,82.30416666666666,6.236458333333333,5.841944444444445,8.983819444444444,185.6326388888889,1.0,0,0,2019,6,4,1,0,
1,1,2019-06-05,42.705999999999996,1972.0,other,176996.6100000002,5129.219999999997,645.0,10.177638888888888,82.67152777777778,7.756597222222222,7.147986111111111,9.09763888888889,254.41736111111112,1.0,0,0,2019,6,5,2,0,
1,1,2019-06-06,46.364,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.772708333333334,91.08958333333334,10.328055555555554,10.295347222222222,8.150416666666667,226.57083333333333,1.0,0,0,2019,6,6,3,0,
1,1,2019-06-07,44.732,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.885416666666666,82.07152777777777,11.032083333333334,8.630208333333334,2.900138888888889,233.75972222222222,0.0,0,1,2019,6,7,4,0,
1,1,2019-06-08,43.53,1972.0,other,176996.6100000002,5129.219999999997,645.0,10.490347222222223,81.70902777777778,8.462430555555555,6.981736111111112,6.915,76.82569444444445,0.0,0,1,2019,6,8,5,1,
1,1,2019-06-09,43.386,1972.0,other,176996.6100000002,5129.219999999997,645.0,13.103819444444444,77.38194444444444,11.323611111111111,8.748958333333333,7.831944444444445,101.00277777777778,0.0,0,1,2019,6,9,6,1,
1,1,2019-06-10,42.782,1972.0,other,176996.6100000002,5129.219999999997,645.0,15.298333333333332,69.70138888888889,12.236944444444445,9.45673611111111,15.480277777777777,233.0326388888889,1.0,0,0,2019,6,10,0,0,
1,1,2019-06-11,39.853,1972.0,other,176996.6100000002,5129.219999999997,645.0,12.926319444444445,74.7298611111111,10.705347222222223,8.221875,9.32048611111111,109.3375,0.0,0,1,2019,6,11,1,0,
1,1,2019-06-12,40.928,1972.0,other,176996.6100000002,5129.219999999997,645.0,15.354513888888889,79.18333333333334,12.948541666666667,11.551875,15.054652777777779,152.24652777777777,0.0,0,1,2019,6,12,2,0,
1,1,2019-06-13,41.641,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.953888888888887,83.44722222222222,9.576944444444443,8.868125000000001,11.028333333333332,214.11805555555554,0.0,0,1,2019,6,13,3,0,
1,1,2019-06-14,44.239000000000004,1972.0,other,176996.6100000002,5129.219999999997,645.0,12.132222222222223,86.85208333333334,9.932430555555555,9.769166666666667,11.258680555555555,259.3569444444444,0.0,0,1,2019,6,14,4,0,
1,1,2019-06-15,44.918,1972.0,other,176996.6100000002,5129.219999999997,645.0,10.062916666666666,91.28263888888888,8.907013888888889,8.555833333333332,4.267361111111111,135.89027777777778,0.0,0,1,2019,6,15,5,1,
1,1,2019-06-16,45.784,1972.0,other,176996.6100000002,5129.219999999997,645.0,9.657361111111111,93.53263888888888,8.492777777777778,8.476875,4.283055555555555,64.76527777777778,0.0,0,1,2019,6,16,6,1,
1,1,2019-06-17,45.719,1972.0,other,176996.6100000002,5129.219999999997,645.0,9.616249999999999,89.08333333333333,7.582291666666666,7.616944444444444,7.702222222222223,87.86875,0.0,0,1,2019,6,17,0,0,
1,1,2019-06-18,43.144999999999996,1972.0,other,176996.6100000002,5129.219999999997,645.0,9.259722222222223,90.74930555555555,6.632499999999999,7.78,10.888819444444444,220.41805555555555,0.0,0,1,2019,6,18,1,0,
1,1,2019-06-19,41.153999999999996,1972.0,other,176996.6100000002,5129.219999999997,645.0,7.097777777777777,93.63680555555555,5.466180555555556,6.075625,3.7881944444444446,247.95208333333332,0.0,0,1,2019,6,19,2,0,
1,1,2019-06-20,43.967999999999996,1972.0,other,176996.6100000002,5129.219999999997,645.0,6.641249999999999,98.95972222222223,4.839444444444444,6.527916666666667,5.156666666666667,198.20416666666668,0.0,0,1,2019,6,20,3,0,
1,1,2019-06-21,45.275,1972.0,other,176996.6100000002,5129.219999999997,645.0,7.193958333333333,98.34652777777778,5.636458333333334,6.947708333333334,4.39625,229.31458333333333,0.0,0,1,2019,6,21,4,0,
1,1,2019-06-22,46.832,1972.0,other,176996.6100000002,5129.219999999997,645.0,6.895138888888889,99.52777777777777,5.811597222222223,6.887361111111111,1.9033333333333335,225.28958333333333,0.0,0,1,2019,6,22,5,1,
1,1,2019-06-23,47.037,1972.0,other,176996.6100000002,5129.219999999997,645.0,5.034513888888889,100.0,3.513541666666667,5.123680555555556,2.1341666666666663,148.53819444444446,0.0,0,1,2019,6,23,6,1,
1,1,2019-06-24,46.243,1972.0,other,176996.6100000002,5129.219999999997,645.0,7.291805555555556,89.31666666666666,5.166180555555556,5.338541666666667,5.509166666666666,89.54305555555555,0.0,0,1,2019,6,24,0,0,
1,1,2019-06-25,45.414,1972.0,other,176996.6100000002,5129.219999999997,645.0,7.185069444444444,85.91875,5.154513888888889,4.529513888888889,4.325972222222222,67.71458333333334,0.0,0,1,2019,6,25,1,0,
1,1,2019-06-26,45.389,1972.0,other,176996.6100000002,5129.219999999997,645.0,8.240138888888888,85.92777777777778,6.339930555555555,5.531944444444444,4.6594444444444445,96.9486111111111,0.0,0,1,2019,6,26,2,0,
1,1,2019-06-27,45.719,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.808819444444445,69.31944444444444,9.225624999999999,5.942777777777778,8.51326388888889,62.46666666666667,0.0,0,1,2019,6,27,3,0,
1,1,2019-06-28,45.871,1972.0,other,176996.6100000002,5129.219999999997,645.0,14.959930555555555,63.769444444444446,12.504444444444445,8.065416666666668,10.382152777777778,57.91180555555555,0.0,0,0,2019,6,28,4,0,
1,1,2019-06-29,47.928,1972.0,other,176996.6100000002,5129.219999999997,645.0,13.222569444444444,81.09722222222223,10.377847222222222,9.883750000000001,14.937777777777779,82.82291666666667,0.0,0,0,2019,6,29,5,1,
1,1,2019-06-30,44.497,1972.0,other,176996.6100000002,5129.219999999997,645.0,10.638402777777777,69.36597222222223,6.734513888888889,5.170833333333333,14.508819444444445,197.7201388888889,0.0,0,0,2019,6,30,6,1,
1,1,2019-07-01,45.349000000000004,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.037777777777778,63.919444444444444,6.205763888888888,4.429722222222223,18.487986111111113,61.39652777777778,0.0,1,0,2019,7,1,0,0,
1,1,2019-07-02,45.33,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.066805555555556,71.85625,7.1275,6.115972222222222,15.741180555555555,249.46944444444443,0.0,1,0,2019,7,2,1,0,
1,1,2019-07-03,45.058,1972.0,other,176996.6100000002,5129.219999999997,645.0,9.805208333333333,96.525,8.870416666666667,9.255694444444446,4.073055555555555,134.19444444444446,0.0,1,0,2019,7,3,2,0,
1,1,2019-07-04,45.542,1972.0,other,176996.6100000002,5129.219999999997,645.0,7.920555555555556,94.22291666666666,6.887361111111111,6.979930555555556,1.6972222222222222,96.6,0.0,1,0,2019,7,4,3,0,
1,1,2019-07-05,44.274,1972.0,other,176996.6100000002,5129.219999999997,645.0,8.174583333333333,88.28472222222223,6.629791666666667,5.968611111111111,3.45125,53.959722222222226,0.0,1,0,2019,7,5,4,0,
1,1,2019-07-06,41.515,1972.0,other,176996.6100000002,5129.219999999997,645.0,10.519652777777777,82.89791666666666,8.719375,7.133263888888889,5.871388888888888,71.79444444444445,0.0,1,0,2019,7,6,5,1,
1,1,2019-07-07,46.253,1972.0,other,176996.6100000002,5129.219999999997,645.0,12.328611111111112,83.5736111111111,10.773125,9.311875,7.457777777777778,76.56458333333333,0.0,1,0,2019,7,7,6,1,
1,1,2019-07-08,43.874,1972.0,other,176996.6100000002,5129.219999999997,645.0,12.321458333333334,80.05972222222222,10.287083333333333,8.668125,9.131597222222222,256.40069444444447,1.0,0,0,2019,7,8,0,0,
1,1,2019-07-09,44.872,1972.0,other,176996.6100000002,5129.219999999997,645.0,10.020694444444445,87.89305555555555,7.988680555555556,8.008402777777778,8.10576388888889,147.52847222222223,1.0,0,0,2019,7,9,1,0,
1,1,2019-07-10,44.783,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.795,73.68541666666667,7.178472222222222,7.0136111111111115,20.211458333333333,59.55138888888889,1.0,0,0,2019,7,10,2,0,
1,1,2019-07-11,44.44,1972.0,other,176996.6100000002,5129.219999999997,645.0,10.369722222222222,74.52638888888889,6.2588888888888885,5.965486111111111,16.520972222222223,268.5965277777778,1.0,0,0,2019,7,11,3,0,
1,1,2019-07-12,45.705,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.351458333333333,72.80486111111111,6.961666666666666,6.485833333333334,18.683680555555554,218.21944444444443,1.0,0,0,2019,7,12,4,0,
1,1,2019-07-13,45.329,1972.0,other,176996.6100000002,5129.219999999997,645.0,7.8493055555555555,72.58402777777778,3.013541666666667,3.1409027777777774,17.29513888888889,274.3125,0.0,0,0,2019,7,13,5,1,
1,1,2019-07-14,45.494,1972.0,other,176996.6100000002,5129.219999999997,645.0,9.018958333333332,81.81458333333333,4.572916666666667,6.007083333333334,18.271805555555556,288.68055555555554,0.0,0,0,2019,7,14,6,1,
1,1,2019-07-15,44.442,1972.0,other,176996.6100000002,5129.219999999997,645.0,10.830347222222223,90.56111111111112,7.793402777777778,9.250833333333334,14.855069444444444,249.59930555555556,0.0,0,0,2019,7,15,0,0,
1,1,2019-07-16,44.182,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.193819444444445,94.70138888888889,8.804097222222222,10.330347222222223,12.985694444444446,264.6013888888889,1.0,0,0,2019,7,16,1,0,
1,1,2019-07-17,44.868,1972.0,other,176996.6100000002,5129.219999999997,645.0,10.631736111111111,86.04166666666667,8.256944444444445,8.349652777777777,10.32576388888889,282.9638888888889,0.0,0,1,2019,7,17,2,0,
1,1,2019-07-18,43.558,1972.0,other,176996.6100000002,5129.219999999997,645.0,10.62888888888889,74.33333333333333,7.016041666666667,6.063888888888889,13.950277777777778,224.18541666666667,0.0,0,1,2019,7,18,3,0,
1,1,2019-07-19,44.201,1972.0,other,176996.6100000002,5129.219999999997,645.0,10.225972222222222,82.43541666666667,7.981666666666667,6.99125,8.029027777777777,163.15902777777777,0.0,0,1,2019,7,19,4,0,
1,1,2019-07-20,43.321,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.42,74.53125,8.684166666666668,6.696805555555556,10.131458333333333,47.579166666666666,0.0,0,0,2019,7,20,5,1,
1,1,2019-07-21,43.54,1972.0,other,176996.6100000002,5129.219999999997,645.0,12.619166666666665,60.25972222222222,8.511388888888888,5.022430555555555,15.370694444444444,149.7590277777778,0.0,0,0,2019,7,21,6,1,
1,1,2019-07-22,40.971000000000004,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.062986111111112,68.48055555555555,7.145416666666667,5.155486111111111,14.528263888888889,52.86527777777778,0.0,0,0,2019,7,22,0,0,
1,1,2019-07-23,42.192,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.894722222222223,65.87638888888888,6.936458333333333,5.415694444444445,20.258888888888887,234.5875,0.0,0,0,2019,7,23,1,0,
1,1,2019-07-24,41.06,1972.0,other,176996.6100000002,5129.219999999997,645.0,9.843958333333333,72.42847222222223,6.509236111111111,5.0055555555555555,11.426180555555556,247.8875,0.0,0,0,2019,7,24,2,0,
1,1,2019-07-25,41.77,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.693055555555556,79.85972222222222,9.044236111111111,8.250902777777778,11.55625,66.05486111111111,0.0,0,0,2019,7,25,3,0,
1,1,2019-07-26,42.82,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.505833333333335,80.65347222222222,9.484722222222222,8.117291666666667,8.302152777777778,167.59027777777777,0.0,0,0,2019,7,26,4,0,
1,1,2019-07-27,41.582,1972.0,other,176996.6100000002,5129.219999999997,645.0,11.022847222222222,84.3861111111111,9.550347222222221,8.25236111111111,5.549097222222222,201.025,0.0,0,0,2019,7,27,5,1,
1,1,2019-07-28,39.657000000000004,1972.0,other,176996.6100000002,5129.219999999997,645.0,9.636805555555556,81.05555555555556,7.696875,6.154027777777777,5.432083333333333,131.08194444444445,0.0,0,0,2019,7,28,6,1,
1,1,2019-07-29,41.469,1972.0,other,176996.6100000002,5129.219999999997,645.0,10.558819444444445,89.21319444444444,9.01548611111111,8.650902777777777,6.402013888888889,186.42430555555555,0.0,0,1,2019,7,29,0,0,
1,1,2019-07-30,40.488,1972.0,other,176996.6100000002,5129.219999999997,645.0,8.842083333333333,80.97222222222223,6.169027777777777,5.498402777777778,8.611875,192.63125,0.0,0,1,2019,7,30,1,0,
1,1,2019-07-31,40.344,1972.0,other,176996.6100000002,5129.219999999997,645.0,6.578194444444445,88.3951388888889,4.602916666666666,4.568125,4.0311111111111115,233.0402777777778,0.0,0,1,2019,7,31,2,0,
1,1,2019-08-01,40.915,1972.0,other,176996.6100000002,5129.219999999997,645.0,9.326597222222222,83.82777777777778,7.790277777777778,6.489375000000001,3.7484722222222224,242.74305555555554,0.0,0,1,2019,8,1,3,0,
