Timestamp,Building_ID,Building_Type,Floor_Count,Occupancy,Occupancy_Per_Floor,Energy_Consumption_kWh,Water_Consumption_L,Temperature_C,Humidity_Percent,CO2_Level_ppm,Sustainability_Score,BSEI
05-08-2026,Academic,Academic,8,1585,198.12,3442.25,24616.55,25.71,55.42,603.96,80.51,8.84
05-08-2026,Hostel,Hostel,8,1840,230.0,3067.44,214358.3,24.39,65.03,572.95,78.39,10.9
05-08-2026,Main,Main,8,913,114.12,2357.18,14088.6,24.74,57.27,590.26,78.46,16.85
05-08-2026,Placement,Placement,8,589,73.62,1074.08,7924.33,24.81,58.28,522.88,85.62,33.29
06-08-2026,Academic,Academic,8,1367,170.88,3010.74,23476.66,25.46,60.44,628.05,77.55,11.99
06-08-2026,Hostel,Hostel,8,1864,233.0,3321.63,207228.71,26.33,66.56,571.75,73.37,8.68
06-08-2026,Main,Main,8,1210,151.25,2800.99,19927.73,24.11,57.13,637.17,79.87,13.69
06-08-2026,Placement,Placement,8,557,69.62,1070.94,7050.47,25.22,57.56,459.77,88.38,32.37
07-08-2026,Academic,Academic,8,1471,183.88,3265.46,22649.13,25.55,61.59,623.17,77.17,10.6
07-08-2026,Hostel,Hostel,8,1861,232.62,3398.48,205850.88,25.88,68.82,592.66,72.8,8.65
07-08-2026,Main,Main,8,1144,143.0,2984.0,16715.69,24.88,60.16,568.81,78.32,12.56
07-08-2026,Placement,Placement,8,716,89.5,1482.76,9228.7,24.42,60.7,523.63,84.77,28.36
08-08-2026,Academic,Academic,8,801,100.12,1744.73,12737.73,25.89,60.18,572.45,80.82,22.71
08-08-2026,Hostel,Hostel,8,1740,217.5,2734.32,176513.02,25.36,65.14,515.92,75.74,12.68
08-08-2026,Main,Main,8,540,67.5,1392.19,7208.34,24.86,57.88,513.53,80.97,28.02
08-08-2026,Placement,Placement,8,294,36.75,554.74,3722.13,24.7,58.24,439.85,88.35,43.93
09-08-2026,Academic,Academic,8,903,112.88,2034.7,15887.2,25.95,61.65,535.09,77.49,19.73
09-08-2026,Hostel,Hostel,8,1776,222.0,3189.17,166540.28,24.54,60.4,592.44,75.38,10.08
09-08-2026,Main,Main,8,517,64.62,1221.88,8067.58,24.81,63.41,500.64,80.59,32.8
09-08-2026,Placement,Placement,8,343,42.88,714.87,4502.42,25.93,51.92,472.25,85.14,34.59
10-08-2026,Academic,Academic,8,1191,148.88,2456.94,16857.43,24.36,58.63,591.24,83.29,16.59
10-08-2026,Hostel,Hostel,8,1801,225.12,3041.64,210024.62,25.57,61.41,555.8,75.45,10.03
10-08-2026,Main,Main,8,1083,135.38,3103.41,14902.04,24.76,62.24,608.64,73.64,12.2
10-08-2026,Placement,Placement,8,768,96.0,1551.83,9759.55,25.68,59.53,492.52,85.42,25.24
11-08-2026,Academic,Academic,8,1092,136.5,2441.18,17220.39,24.4,60.88,588.77,82.01,17.2
11-08-2026,Hostel,Hostel,8,2052,256.5,3391.83,212440.23,25.34,63.96,587.71,76.53,8.67
11-08-2026,Main,Main,8,795,99.38,2021.01,12320.67,23.48,60.47,567.28,79.33,22.37
11-08-2026,Placement,Placement,8,660,82.5,1303.21,8605.35,24.44,55.41,508.83,87.5,28.76
12-08-2026,Academic,Academic,8,1561,195.12,3369.51,26309.95,25.45,59.03,625.89,77.75,9.76
12-08-2026,Hostel,Hostel,8,2205,275.62,3919.49,245759.36,26.72,64.95,595.13,72.9,5.96
12-08-2026,Main,Main,8,1035,129.38,2634.67,18418.07,26.21,55.93,596.92,75.01,13.28
12-08-2026,Placement,Placement,8,813,101.62,1634.68,10806.24,24.36,59.4,517.9,85.4,25.8
13-08-2026,Academic,Academic,8,1194,149.25,2861.44,19719.55,24.57,59.58,575.84,79.61,13.46
13-08-2026,Hostel,Hostel,8,1902,237.75,3203.98,199700.66,25.27,71.49,563.56,75.96,10.01
13-08-2026,Main,Main,8,847,105.88,2177.38,13001.18,23.57,58.7,597.27,78.83,19.99
13-08-2026,Placement,Placement,8,580,72.5,1267.39,7463.29,25.09,54.56,477.77,83.15,28.1
14-08-2026,Academic,Academic,8,1075,134.38,2561.72,14106.29,26.13,55.48,594.23,80.42,13.81
14-08-2026,Hostel,Hostel,8,1953,244.12,3531.37,216094.33,25.6,61.63,573.32,73.46,7.75
14-08-2026,Main,Main,8,1273,159.12,3229.76,19811.42,24.85,59.33,595.31,78.84,10.93
14-08-2026,Placement,Placement,8,726,90.75,1551.76,8714.8,24.07,58.66,513.1,85.66,27.08
15-08-2026,Academic,Academic,8,844,105.5,1953.46,12977.78,25.92,62.08,614.18,78.45,20.76
15-08-2026,Hostel,Hostel,8,1647,205.88,2781.06,174084.18,26.02,66.9,549.33,75.58,12.06
15-08-2026,Main,Main,8,534,66.75,1496.57,8030.85,25.39,59.26,492.82,78.06,26.32
15-08-2026,Placement,Placement,8,255,31.88,550.75,3288.52,25.38,59.94,452.29,84.81,43.52
16-08-2026,Academic,Academic,8,907,113.38,2010.59,14334.42,25.88,61.99,576.27,78.3,20.16
16-08-2026,Hostel,Hostel,8,1635,204.38,2665.56,176542.09,24.79,67.59,551.25,76.25,13.79
16-08-2026,Main,Main,8,664,83.0,1590.27,9110.53,25.45,57.7,531.0,81.97,24.47
16-08-2026,Placement,Placement,8,245,30.62,487.75,2962.33,24.21,56.86,444.32,87.94,45.61
17-08-2026,Academic,Academic,8,1326,165.75,2958.26,18822.28,25.58,57.6,593.49,80.87,11.85
17-08-2026,Hostel,Hostel,8,1928,241.0,3387.13,199169.36,25.61,66.59,544.35,75.06,8.82
17-08-2026,Main,Main,8,1128,141.0,3044.33,16457.49,24.41,61.44,628.7,76.9,12.68
17-08-2026,Placement,Placement,8,491,61.38,996.59,6147.61,24.51,53.46,494.63,87.41,32.58
18-08-2026,Academic,Academic,8,1280,160.0,2879.19,18825.71,25.26,61.09,602.09,78.99,13.12
18-08-2026,Hostel,Hostel,8,1954,244.25,3209.18,191042.42,25.47,67.96,637.72,75.19,9.88
18-08-2026,Main,Main,8,1185,148.12,3010.82,21358.62,25.33,55.2,542.74,76.33,11.25
18-08-2026,Placement,Placement,8,685,85.62,1369.03,8154.09,23.88,60.31,523.99,86.78,30.78
19-08-2026,Academic,Academic,8,1129,141.12,2727.28,17527.8,26.27,62.43,584.91,78.07,13.63
19-08-2026,Hostel,Hostel,8,1876,234.5,3343.9,199886.34,26.81,66.75,602.51,72.82,8.4
19-08-2026,Main,Main,8,1031,128.88,2270.3,16674.2,24.7,63.38,561.15,80.23,19.03
19-08-2026,Placement,Placement,8,454,56.75,922.33,6891.14,24.65,60.09,498.65,83.07,37.24
20-08-2026,Academic,Academic,8,1171,146.38,2856.21,17981.83,26.07,60.28,538.87,78.7,12.61
20-08-2026,Hostel,Hostel,8,1799,224.88,3026.33,185571.92,25.52,65.65,606.12,73.43,10.75
20-08-2026,Main,Main,8,985,123.12,2530.56,14987.02,25.17,58.26,616.55,77.5,15.29
20-08-2026,Placement,Placement,8,701,87.62,1471.27,8873.74,25.47,61.25,473.68,83.03,27.17
21-08-2026,Academic,Academic,8,1317,164.62,2925.45,20991.29,26.13,61.33,592.14,79.6,12.23
21-08-2026,Hostel,Hostel,8,1917,239.62,3268.48,201731.61,25.6,67.56,599.51,74.73,9.4
21-08-2026,Main,Main,8,1214,151.75,2941.94,18739.95,24.91,57.33,570.45,81.88,12.31
21-08-2026,Placement,Placement,8,657,82.12,1310.97,8685.69,24.52,58.07,507.49,84.71,29.76
22-08-2026,Academic,Academic,8,795,99.38,1702.58,12315.19,25.47,63.7,553.28,81.99,24.62
22-08-2026,Hostel,Hostel,8,1798,224.75,3299.8,167803.89,26.43,63.75,585.55,73.46,8.88
22-08-2026,Main,Main,8,765,95.62,1965.81,12976.3,26.43,61.01,563.02,75.25,19.84
22-08-2026,Placement,Placement,8,268,33.5,508.33,3278.28,24.64,57.01,449.74,91.39,44.33
23-08-2026,Academic,Academic,8,816,102.0,1750.93,11450.82,25.63,55.96,577.3,83.68,21.72
23-08-2026,Hostel,Hostel,8,1805,225.62,3090.92,174535.79,25.84,65.17,579.8,75.79,10.28
23-08-2026,Main,Main,8,569,71.12,1428.61,8903.86,25.16,63.87,512.86,78.6,29.0
23-08-2026,Placement,Placement,8,249,31.12,500.24,3183.73,24.0,58.9,463.28,85.28,47.22
24-08-2026,Academic,Academic,8,1486,185.75,3427.59,23887.42,24.53,57.01,610.42,81.21,9.65
24-08-2026,Hostel,Hostel,8,2032,254.0,3412.41,193326.56,26.57,68.87,614.39,74.59,8.33
24-08-2026,Main,Main,8,848,106.0,1991.69,15082.76,24.67,60.37,594.55,78.62,21.31
24-08-2026,Placement,Placement,8,455,56.88,959.3,5368.93,25.24,59.42,551.88,84.3,35.19
25-08-2026,Academic,Academic,8,1597,199.62,3477.46,24905.5,25.25,59.02,636.67,78.11,9.34
25-08-2026,Hostel,Hostel,8,1959,244.88,3629.0,182158.88,25.57,60.12,620.41,75.08,7.48
25-08-2026,Main,Main,8,1116,139.5,2861.87,16833.18,26.18,60.85,548.6,77.95,12.59
25-08-2026,Placement,Placement,8,541,67.62,1161.68,6782.24,25.43,60.88,491.11,84.03,31.89
26-08-2026,Academic,Academic,8,1432,179.0,3431.34,20355.94,26.76,61.12,627.88,75.59,9.08
26-08-2026,Hostel,Hostel,8,2018,252.25,3674.55,219661.49,25.92,65.04,602.14,72.66,7.26
26-08-2026,Main,Main,8,934,116.75,2225.92,16194.23,23.98,56.98,588.58,79.95,18.56
26-08-2026,Placement,Placement,8,526,65.75,1097.28,6826.97,25.01,58.43,476.4,85.65,32.67
27-08-2026,Academic,Academic,8,1334,166.75,3159.55,19839.11,24.25,62.37,675.49,79.46,12.14
27-08-2026,Hostel,Hostel,8,1959,244.88,3578.91,208684.32,26.42,62.83,590.52,73.03,7.36
27-08-2026,Main,Main,8,1123,140.38,2813.6,21366.26,22.99,59.13,611.77,76.87,14.76
27-08-2026,Placement,Placement,8,476,59.5,982.62,6882.14,25.43,56.36,502.67,83.43,32.97
28-08-2026,Academic,Academic,8,1620,202.5,3448.32,25464.0,26.32,66.73,636.68,78.69,9.57
28-08-2026,Hostel,Hostel,8,1999,249.88,3258.69,227650.21,25.97,63.59,576.62,76.05,8.81
28-08-2026,Main,Main,8,871,108.88,2286.76,15494.78,25.4,55.3,579.4,77.69,16.42
28-08-2026,Placement,Placement,8,477,59.62,913.33,5667.65,25.85,60.41,488.71,83.22,35.31
29-08-2026,Academic,Academic,8,625,78.12,1449.79,10794.54,26.0,55.15,520.36,79.05,24.66
29-08-2026,Hostel,Hostel,8,1978,247.25,3255.5,219198.61,26.78,70.35,548.41,74.06,8.74
29-08-2026,Main,Main,8,624,78.0,1596.63,10353.33,24.62,65.88,550.53,77.35,27.82
29-08-2026,Placement,Placement,8,248,31.0,521.46,3169.17,25.34,60.03,446.21,84.91,44.33
30-08-2026,Academic,Academic,8,881,110.12,1809.8,13457.45,24.32,58.52,583.66,84.17,23.26
30-08-2026,Hostel,Hostel,8,1762,220.25,2981.18,177773.84,26.36,62.05,556.36,76.24,10.27
30-08-2026,Main,Main,8,641,80.12,1681.74,9862.59,24.96,62.85,574.69,77.34,25.46
30-08-2026,Placement,Placement,8,329,41.12,666.72,4175.44,24.65,54.85,481.02,88.32,39.41
31-08-2026,Academic,Academic,8,1180,147.5,2644.16,20116.27,24.63,60.72,589.31,80.16,15.23
31-08-2026,Hostel,Hostel,8,1864,233.0,3036.1,185100.27,26.2,66.09,620.84,74.92,10.31
31-08-2026,Main,Main,8,1087,135.88,2709.42,17168.37,24.65,57.28,591.39,79.39,14.06
31-08-2026,Placement,Placement,8,421,52.62,871.2,4941.33,24.37,58.62,442.85,86.51,38.06
01-09-2026,Academic,Academic,8,1595,199.38,3361.0,22647.02,25.32,60.03,629.3,81.89,10.03
01-09-2026,Hostel,Hostel,8,1901,237.62,3037.02,193474.19,25.38,63.96,590.3,74.28,10.57
01-09-2026,Main,Main,8,988,123.5,2265.49,15508.18,24.65,57.25,562.56,82.06,17.72
01-09-2026,Placement,Placement,8,537,67.12,1067.63,6314.05,25.01,46.23,546.05,87.5,26.91
02-09-2026,Academic,Academic,8,1664,208.0,3656.28,25239.49,24.44,59.71,623.62,78.81,8.95
02-09-2026,Hostel,Hostel,8,2013,251.62,3333.51,236619.72,25.73,66.94,590.28,75.6,8.72
02-09-2026,Main,Main,8,1128,141.0,3003.36,17955.92,25.59,59.08,556.32,78.65,11.81
02-09-2026,Placement,Placement,8,672,84.0,1348.09,8080.95,23.06,56.37,494.82,86.81,30.32
03-09-2026,Academic,Academic,8,1102,137.75,2440.29,17834.1,25.29,60.11,580.49,78.46,16.26
03-09-2026,Hostel,Hostel,8,2039,254.88,3346.84,199582.61,24.59,63.22,639.39,75.69,9.3
03-09-2026,Main,Main,8,980,122.5,2275.9,15759.47,24.29,60.97,588.37,78.63,18.89
03-09-2026,Placement,Placement,8,578,72.25,1154.02,7809.5,24.18,55.17,504.89,87.64,31.33
04-09-2026,Academic,Academic,8,1498,187.25,3623.32,21368.15,25.76,63.67,655.53,75.56,8.89
04-09-2026,Hostel,Hostel,8,1982,247.75,3581.95,212393.22,26.22,64.24,601.23,72.91,7.49
04-09-2026,Main,Main,8,1129,141.12,2958.31,15504.78,23.93,60.76,622.01,78.3,13.48
04-09-2026,Placement,Placement,8,538,67.25,981.11,6144.17,24.53,56.49,534.78,87.68,34.52
05-09-2026,Academic,Academic,8,831,103.88,1771.41,13243.51,26.96,58.75,551.43,79.4,20.8
05-09-2026,Hostel,Hostel,8,1928,241.0,3352.48,211736.13,25.93,66.92,597.19,73.42,8.72
05-09-2026,Main,Main,8,568,71.0,1357.55,9100.08,23.78,54.12,524.53,83.43,28.11
05-09-2026,Placement,Placement,8,297,37.12,580.86,4105.22,24.38,58.83,465.5,86.61,44.38
06-09-2026,Academic,Academic,8,716,89.5,1587.2,10143.67,24.96,58.54,544.94,82.15,25.38
06-09-2026,Hostel,Hostel,8,1855,231.88,3474.55,193629.51,26.37,66.63,590.66,70.98,8.1
06-09-2026,Main,Main,8,747,93.38,1931.57,11080.8,24.43,60.17,526.36,80.55,22.28
06-09-2026,Placement,Placement,8,324,40.5,643.16,3514.43,25.41,54.41,497.81,85.03,38.3
07-09-2026,Academic,Academic,8,1589,198.62,3422.91,23669.78,25.18,56.78,670.15,80.77,9.35
07-09-2026,Hostel,Hostel,8,2057,257.12,3559.18,191339.19,26.36,63.51,594.5,73.28,7.62
07-09-2026,Main,Main,8,1195,149.38,2751.24,18076.27,25.02,56.77,588.7,80.42,13.41
07-09-2026,Placement,Placement,8,532,66.5,1011.7,6694.64,24.89,55.57,522.77,86.55,32.92
08-09-2026,Academic,Academic,8,1109,138.62,2401.99,16836.54,26.3,58.24,559.84,79.17,15.4
08-09-2026,Hostel,Hostel,8,1887,235.88,3265.94,195143.21,25.03,62.31,603.8,73.03,9.41
08-09-2026,Main,Main,8,969,121.12,2339.11,16628.44,25.53,53.55,606.89,81.01,15.43
08-09-2026,Placement,Placement,8,665,83.12,1270.16,8115.42,24.33,57.16,528.25,86.86,30.26
09-09-2026,Academic,Academic,8,1627,203.38,3608.23,27504.66,24.51,57.09,608.76,82.27,8.78
09-09-2026,Hostel,Hostel,8,1849,231.12,2822.18,177174.26,26.03,63.35,595.06,76.31,11.49
09-09-2026,Main,Main,8,969,121.12,2412.28,14214.47,24.54,63.17,614.92,78.75,17.84
09-09-2026,Placement,Placement,8,555,69.38,1036.82,6483.6,25.18,59.96,469.4,87.37,34.11
10-09-2026,Academic,Academic,8,1762,220.25,4155.35,25223.14,23.55,57.52,616.56,80.97,6.98
10-09-2026,Hostel,Hostel,8,2205,275.62,3542.53,217020.71,24.73,64.18,572.47,77.04,8.28
10-09-2026,Main,Main,8,1068,133.5,2483.93,18928.51,24.29,54.73,605.4,79.11,15.39
10-09-2026,Placement,Placement,8,479,59.88,954.97,5813.6,24.31,56.8,503.7,86.87,35.53
11-09-2026,Academic,Academic,8,1331,166.38,3237.97,17252.34,26.19,58.89,625.57,78.13,10.12
11-09-2026,Hostel,Hostel,8,2053,256.62,3550.95,209464.48,26.19,68.35,593.54,74.51,7.81
11-09-2026,Main,Main,8,1275,159.38,3362.71,21910.35,24.07,62.46,591.78,76.85,11.03
11-09-2026,Placement,Placement,8,494,61.75,974.55,6249.17,23.71,56.87,502.33,86.33,36.16
12-09-2026,Academic,Academic,8,849,106.12,1982.35,14210.93,25.45,60.43,607.93,75.96,20.59
12-09-2026,Hostel,Hostel,8,1683,210.38,2904.49,182112.57,26.15,62.73,545.69,74.98,10.83
12-09-2026,Main,Main,8,494,61.75,1242.03,8106.25,24.3,60.96,518.83,80.89,32.46
12-09-2026,Placement,Placement,8,203,25.38,371.83,2488.98,24.11,54.59,413.62,89.34,46.85
13-09-2026,Academic,Academic,8,751,93.88,1637.0,11278.62,25.54,58.35,537.42,82.67,23.94
13-09-2026,Hostel,Hostel,8,2058,257.25,3402.02,191625.05,23.1,62.9,592.25,76.94,9.82
13-09-2026,Main,Main,8,768,96.0,1783.38,12195.07,24.21,60.68,589.42,80.9,24.46
13-09-2026,Placement,Placement,8,316,39.5,579.8,4314.57,24.86,52.11,461.15,87.29,38.97
14-09-2026,Academic,Academic,8,1341,167.62,2917.9,21051.19,24.26,60.6,623.53,78.72,13.44
14-09-2026,Hostel,Hostel,8,1948,243.5,3304.95,206509.31,25.45,62.68,602.77,74.45,8.95
14-09-2026,Main,Main,8,951,118.88,2418.85,13859.09,25.66,61.46,561.06,77.09,16.43
14-09-2026,Placement,Placement,8,569,71.12,1022.0,7153.99,24.68,56.39,552.09,86.31,33.48
15-09-2026,Academic,Academic,8,1585,198.12,3376.62,26826.12,25.04,54.87,595.84,81.94,9.34
15-09-2026,Hostel,Hostel,8,2087,260.88,3791.44,229319.49,25.53,64.56,609.17,73.76,6.9
15-09-2026,Main,Main,8,1073,134.12,2785.78,17011.6,26.14,60.67,588.82,76.53,13.09
15-09-2026,Placement,Placement,8,496,62.0,991.23,6276.19,23.54,57.03,474.17,86.71,36.21
16-09-2026,Academic,Academic,8,1271,158.88,2804.36,20959.93,24.28,59.77,624.64,80.57,14.08
16-09-2026,Hostel,Hostel,8,2014,251.75,3079.59,193467.87,25.86,62.29,604.34,76.17,9.91
16-09-2026,Main,Main,8,986,123.25,2499.37,11967.48,24.64,61.84,560.3,80.46,16.75
16-09-2026,Placement,Placement,8,744,93.0,1455.93,9415.31,24.83,56.67,465.93,84.97,26.62
17-09-2026,Academic,Academic,8,1312,164.0,3145.45,19187.93,24.53,63.35,612.44,78.78,12.18
17-09-2026,Hostel,Hostel,8,1987,248.38,3367.85,200379.37,25.81,65.61,600.38,75.57,8.74
17-09-2026,Main,Main,8,1129,141.12,2662.15,17556.13,23.48,57.97,576.66,81.44,15.37
17-09-2026,Placement,Placement,8,711,88.88,1360.28,8702.12,24.49,55.12,513.95,85.94,27.73
18-09-2026,Academic,Academic,8,1470,183.75,3210.13,20269.11,25.58,56.2,629.61,79.86,10.19
18-09-2026,Hostel,Hostel,8,1945,243.12,3538.63,208720.14,24.08,61.35,577.45,76.15,8.4
18-09-2026,Main,Main,8,1315,164.38,3086.25,20068.66,25.74,57.87,580.01,79.05,11.03
18-09-2026,Placement,Placement,8,693,86.62,1427.27,9252.24,23.12,57.8,566.59,84.13,29.74
19-09-2026,Academic,Academic,8,809,101.12,1723.52,11104.56,24.91,58.57,540.41,83.55,23.7
19-09-2026,Hostel,Hostel,8,1884,235.5,3028.31,179585.97,26.22,65.22,610.74,72.88,10.34
19-09-2026,Main,Main,8,669,83.62,1430.02,10500.96,25.2,59.56,596.9,80.64,27.56
19-09-2026,Placement,Placement,8,294,36.75,571.52,3392.35,23.59,60.38,456.97,86.44,47.42
20-09-2026,Academic,Academic,8,716,89.5,1470.81,10763.02,24.71,59.76,586.16,83.77,27.73
20-09-2026,Hostel,Hostel,8,1847,230.88,3415.05,193573.78,25.95,64.85,593.68,74.11,8.47
20-09-2026,Main,Main,8,586,73.25,1410.9,10958.56,26.71,51.8,522.13,78.3,23.11
20-09-2026,Placement,Placement,8,277,34.62,577.87,3528.62,24.64,56.9,497.66,86.99,42.68
21-09-2026,Academic,Academic,8,1334,166.75,2748.19,21198.95,25.13,56.31,603.02,80.3,13.23
21-09-2026,Hostel,Hostel,8,1935,241.88,3555.26,207226.57,25.67,64.8,589.8,74.31,7.91
21-09-2026,Main,Main,8,1344,168.0,3234.97,21834.42,23.51,55.04,612.78,80.08,10.81
21-09-2026,Placement,Placement,8,609,76.12,1220.0,6855.64,25.04,55.27,464.88,87.93,29.21
22-09-2026,Academic,Academic,8,1692,211.5,3447.78,24672.52,24.13,57.24,669.93,81.76,9.76
22-09-2026,Hostel,Hostel,8,2027,253.38,3721.09,179480.93,26.96,61.94,659.28,73.62,6.75
22-09-2026,Main,Main,8,1179,147.38,2824.91,19136.91,24.07,55.69,570.81,82.12,13.24
22-09-2026,Placement,Placement,8,494,61.75,986.0,6447.78,24.45,59.1,468.66,86.82,35.93
23-09-2026,Academic,Academic,8,1299,162.38,2947.63,21314.9,24.64,60.51,587.54,80.03,12.96
23-09-2026,Hostel,Hostel,8,1973,246.62,3526.31,203539.39,24.54,64.87,635.78,74.97,8.59
23-09-2026,Main,Main,8,838,104.75,2069.49,12623.66,25.01,56.64,595.37,79.05,19.15
23-09-2026,Placement,Placement,8,695,86.88,1409.72,7768.31,24.64,56.62,514.46,87.25,27.52
24-09-2026,Academic,Academic,8,1177,147.12,2499.1,19680.91,25.38,57.53,615.54,82.15,15.16
24-09-2026,Hostel,Hostel,8,1818,227.25,3011.53,202182.09,24.58,64.17,589.64,75.37,11.14
24-09-2026,Main,Main,8,850,106.25,2082.99,14087.64,23.67,57.63,609.63,80.04,20.52
24-09-2026,Placement,Placement,8,674,84.25,1480.28,8302.98,24.97,58.86,513.08,82.4,26.97
25-09-2026,Academic,Academic,8,1759,219.88,3932.54,31517.0,25.79,55.11,588.29,78.48,6.76
25-09-2026,Hostel,Hostel,8,1914,239.25,3370.85,229723.06,24.89,62.65,594.55,76.15,8.74
25-09-2026,Main,Main,8,1189,148.62,3139.91,17445.89,24.05,56.61,591.82,79.94,11.45
25-09-2026,Placement,Placement,8,708,88.5,1376.43,9366.54,24.52,53.9,512.76,86.59,26.88
26-09-2026,Academic,Academic,8,703,87.88,1525.11,10337.41,24.67,54.98,582.09,83.4,25.16
26-09-2026,Hostel,Hostel,8,1787,223.38,2981.19,167147.38,24.85,67.19,610.31,75.7,11.74
26-09-2026,Main,Main,8,590,73.75,1325.52,9378.29,26.15,54.61,485.86,82.3,25.93
26-09-2026,Placement,Placement,8,219,27.38,430.96,2838.63,25.03,61.09,508.99,85.32,47.83
27-09-2026,Academic,Academic,8,830,103.75,1814.11,14179.84,24.87,55.44,594.11,81.56,21.56
27-09-2026,Hostel,Hostel,8,1929,241.12,3246.24,177667.53,24.83,61.37,605.5,76.3,9.66
27-09-2026,Main,Main,8,551,68.88,1396.66,8202.97,24.67,57.62,564.23,79.97,28.09
27-09-2026,Placement,Placement,8,261,32.62,537.85,3134.56,24.12,53.98,430.41,86.88,42.5
28-09-2026,Academic,Academic,8,1456,182.0,3301.82,22362.96,26.37,60.07,591.91,78.16,9.79
28-09-2026,Hostel,Hostel,8,2009,251.12,3432.47,204397.35,24.39,65.35,571.76,77.71,9.13
28-09-2026,Main,Main,8,1276,159.5,2954.53,19760.52,25.7,52.65,589.26,81.87,10.95
28-09-2026,Placement,Placement,8,650,81.25,1273.33,7381.8,24.82,60.53,506.26,86.93,30.94
29-09-2026,Academic,Academic,8,1200,150.0,2769.86,18942.88,25.61,58.98,606.27,78.04,13.29
29-09-2026,Hostel,Hostel,8,2008,251.0,3588.12,205335.98,24.44,65.68,607.47,76.69,8.41
29-09-2026,Main,Main,8,910,113.75,2419.51,14302.29,25.5,57.79,611.13,76.3,15.83
29-09-2026,Placement,Placement,8,696,87.0,1355.98,8859.7,24.54,52.7,512.05,86.69,26.59
30-09-2026,Academic,Academic,8,1710,213.75,3673.59,25843.18,24.56,59.93,654.51,80.68,8.84
30-09-2026,Hostel,Hostel,8,1846,230.75,3335.16,188630.03,25.91,64.97,609.42,73.7,8.89
30-09-2026,Main,Main,8,897,112.12,2213.28,13146.7,22.61,59.81,568.21,79.48,20.86
30-09-2026,Placement,Placement,8,560,70.0,1112.96,5872.79,24.21,59.03,499.87,86.19,34.02
