Timestamp,Building_ID,Building_Type,Floor_Count,Occupancy,Occupancy_Per_Floor,Energy_Consumption_kWh,Water_Consumption_L,Temperature_C,Humidity_Percent,CO2_Level_ppm,Sustainability_Score,BSEI
31-08-2026,Hostel,Hostel,8,1864,233.0,3036.1,185100.27,26.2,66.09,620.84,74.92,10.31
01-09-2026,Hostel,Hostel,8,1901,237.62,3037.02,193474.19,25.38,63.96,590.3,74.28,10.57
02-09-2026,Hostel,Hostel,8,2013,251.62,3333.51,236619.72,25.73,66.94,590.28,75.6,8.72
03-09-2026,Hostel,Hostel,8,2039,254.88,3346.84,199582.61,24.59,63.22,639.39,75.69,9.3
04-09-2026,Hostel,Hostel,8,1982,247.75,3581.95,212393.22,26.22,64.24,601.23,72.91,7.49
05-09-2026,Hostel,Hostel,8,1928,241.0,3352.48,211736.13,25.93,66.92,597.19,73.42,8.72
06-09-2026,Hostel,Hostel,8,1855,231.88,3474.55,193629.51,26.37,66.63,590.66,70.98,8.1
07-09-2026,Hostel,Hostel,8,2057,257.12,3559.18,191339.19,26.36,63.51,594.5,73.28,7.62
08-09-2026,Hostel,Hostel,8,1887,235.88,3265.94,195143.21,25.03,62.31,603.8,73.03,9.41
09-09-2026,Hostel,Hostel,8,1849,231.12,2822.18,177174.26,26.03,63.35,595.06,76.31,11.49
10-09-2026,Hostel,Hostel,8,2205,275.62,3542.53,217020.71,24.73,64.18,572.47,77.04,8.28
11-09-2026,Hostel,Hostel,8,2053,256.62,3550.95,209464.48,26.19,68.35,593.54,74.51,7.81
12-09-2026,Hostel,Hostel,8,1683,210.38,2904.49,182112.57,26.15,62.73,545.69,74.98,10.83
13-09-2026,Hostel,Hostel,8,2058,257.25,3402.02,191625.05,23.1,62.9,592.25,76.94,9.82
14-09-2026,Hostel,Hostel,8,1948,243.5,3304.95,206509.31,25.45,62.68,602.77,74.45,8.95
15-09-2026,Hostel,Hostel,8,2087,260.88,3791.44,229319.49,25.53,64.56,609.17,73.76,6.9
16-09-2026,Hostel,Hostel,8,2014,251.75,3079.59,193467.87,25.86,62.29,604.34,76.17,9.91
17-09-2026,Hostel,Hostel,8,1987,248.38,3367.85,200379.37,25.81,65.61,600.38,75.57,8.74
18-09-2026,Hostel,Hostel,8,1945,243.12,3538.63,208720.14,24.08,61.35,577.45,76.15,8.4
19-09-2026,Hostel,Hostel,8,1884,235.5,3028.31,179585.97,26.22,65.22,610.74,72.88,10.34
20-09-2026,Hostel,Hostel,8,1847,230.88,3415.05,193573.78,25.95,64.85,593.68,74.11,8.47
21-09-2026,Hostel,Hostel,8,1935,241.88,3555.26,207226.57,25.67,64.8,589.8,74.31,7.91
22-09-2026,Hostel,Hostel,8,2027,253.38,3721.09,179480.93,26.96,61.94,659.28,73.62,6.75
23-09-2026,Hostel,Hostel,8,1973,246.62,3526.31,203539.39,24.54,64.87,635.78,74.97,8.59
24-09-2026,Hostel,Hostel,8,1818,227.25,3011.53,202182.09,24.58,64.17,589.64,75.37,11.14
25-09-2026,Hostel,Hostel,8,1914,239.25,3370.85,229723.06,24.89,62.65,594.55,76.15,8.74
26-09-2026,Hostel,Hostel,8,1787,223.38,2981.19,167147.38,24.85,67.19,610.31,75.7,11.74
27-09-2026,Hostel,Hostel,8,1929,241.12,3246.24,177667.53,24.83,61.37,605.5,76.3,9.66
28-09-2026,Hostel,Hostel,8,2009,251.12,3432.47,204397.35,24.39,65.35,571.76,77.71,9.13
29-09-2026,Hostel,Hostel,8,2008,251.0,3588.12,205335.98,24.44,65.68,607.47,76.69,8.41
30-09-2026,Hostel,Hostel,8,1846,230.75,3335.16,188630.03,25.91,64.97,609.42,73.7,8.89
