Timestamp,Building_ID,Building_Type,Floor_Count,Occupancy,Occupancy_Per_Floor,Energy_Consumption_kWh,Water_Consumption_L,Temperature_C,Humidity_Percent,CO2_Level_ppm,Sustainability_Score,BSEI
12-09-2026,Placement,Placement,8,203,25.38,371.83,2488.98,24.11,54.59,413.62,89.34,46.85
13-09-2026,Placement,Placement,8,316,39.5,579.8,4314.57,24.86,52.11,461.15,87.29,38.97
14-09-2026,Placement,Placement,8,569,71.12,1022.0,7153.99,24.68,56.39,552.09,86.31,33.48
15-09-2026,Placement,Placement,8,496,62.0,991.23,6276.19,23.54,57.03,474.17,86.71,36.21
16-09-2026,Placement,Placement,8,744,93.0,1455.93,9415.31,24.83,56.67,465.93,84.97,26.62
17-09-2026,Placement,Placement,8,711,88.88,1360.28,8702.12,24.49,55.12,513.95,85.94,27.73
18-09-2026,Placement,Placement,8,693,86.62,1427.27,9252.24,23.12,57.8,566.59,84.13,29.74
19-09-2026,Placement,Placement,8,294,36.75,571.52,3392.35,23.59,60.38,456.97,86.44,47.42
20-09-2026,Placement,Placement,8,277,34.62,577.87,3528.62,24.64,56.9,497.66,86.99,42.68
21-09-2026,Placement,Placement,8,609,76.12,1220.0,6855.64,25.04,55.27,464.88,87.93,29.21
22-09-2026,Placement,Placement,8,494,61.75,986.0,6447.78,24.45,59.1,468.66,86.82,35.93
23-09-2026,Placement,Placement,8,695,86.88,1409.72,7768.31,24.64,56.62,514.46,87.25,27.52
24-09-2026,Placement,Placement,8,674,84.25,1480.28,8302.98,24.97,58.86,513.08,82.4,26.97
25-09-2026,Placement,Placement,8,708,88.5,1376.43,9366.54,24.52,53.9,512.76,86.59,26.88
26-09-2026,Placement,Placement,8,219,27.38,430.96,2838.63,25.03,61.09,508.99,85.32,47.83
27-09-2026,Placement,Placement,8,261,32.62,537.85,3134.56,24.12,53.98,430.41,86.88,42.5
28-09-2026,Placement,Placement,8,650,81.25,1273.33,7381.8,24.82,60.53,506.26,86.93,30.94
29-09-2026,Placement,Placement,8,696,87.0,1355.98,8859.7,24.54,52.7,512.05,86.69,26.59
30-09-2026,Placement,Placement,8,560,70.0,1112.96,5872.79,24.21,59.03,499.87,86.19,34.02
